Code;Company;Link;"""Market Cap""";"""Last trade""";Change;%Change;Sector;ZW1;ZW2;Ticker JSE;Ticker;Ticker Yahoo
MML;Metmar Limited;;;;;;direct mail, logistics;"(JSE:MML)""";(JSE:MML;JSE:MML;MML;MML.JO
MTX;Metorex Limited;;;;;;mining, support to the mining industry;"(JSE:MTX)""";(JSE:MTX;JSE:MTX;MTX;MTX.JO
MMG;Micromega Holdings Limited;;;;;;financial services, information technology, automotive;"(JSE:MMG)""";(JSE:MMG;JSE:MMG;MMG;MMG.JO
MMH;Miranda Mineral Holdings Limited;;;;;;prospecting: diamonds, coal, gold, silver, base metals;"(JSE:MMH)""";(JSE:MMH;JSE:MMH;MMH;MMH.JO
MLA;Mittal Steel South Africa Limited;;;;;;Arcelor-Mittal, a global steel company;"(JSE:MLA)""";(JSE:MLA;JSE:MLA;MLA;MLA.JO
MMI;MMI Holdings Limited;mmiholdings.co.za;;;;;life insurance, employee benefits, medical scheme, health insurance, asset management;"(JSE:MMI)""";(JSE:MMI;JSE:MMI;MMI;MMI.JO
MOB;Mobile Industries Limited;;;;;;marine cargo industry, including beer kegs, transponders and software solutions;"(JSE:MOB)""";(JSE:MOB;JSE:MOB;MOB;MOB.JO
MNY;Moneyweb Holdings Limited;;;;;;financial information;"(JSE:MNY)""";(JSE:MNY;JSE:MNY;MNY;MNY.JO
MTE;Monteagle Holdings Societe Anonyme;;;;;;;"(JSE:MTE)""";(JSE:MTE;JSE:MTE;MTE;MTE.JO
MVG;Mvelaphanda Group Limited;;;;;;industrial support services (food, transport, etc.), including the mining industry;"(JSE:MVG)""";(JSE:MVG;JSE:MVG;MVG;MVG.JO
MVR;Mvelaphanda Resources Limited;;;;;;mining and exploration, including gold, platinum, manganese, diamonds;"(JSE:MVR)""";(JSE:MVR;JSE:MVR;MVR;MVR.JO
MVS;Mvelaserve Ltd;mvelaserve.co.za;;;;;business support, security, catering, manufacturing, freight;"(JSE:MVS)""";(JSE:MVS;JSE:MVS;MVS;MVS.JO
NBKP;Nedbank Limited-Preference Shares;;;;;;;"(JSE:NBKP)""";(JSE:NBKP;JSE:NBKP;NBKP;NBKP.JO
NAI;New African Investments Limited;;;;;;car rental, publishing, radio, film, television;"(JSE:NAI)""";(JSE:NAI;JSE:NAI;NAI;NAI.JO
NCA;New Corpcapital Limited;;;;;;brokerage;"(JSE:NCA)""";(JSE:NCA;JSE:NCA;NCA;NCA.JO
